Geographic	Habitat	Habitat_sub	Type_interaction	Taxonomy_consumer	Taxonomy_resource	Metabolic_consumer	Metabolic_resource	Mass_consumer	Mass_resource
Country: Switzerland; Lake Neuch�tel	freshwater	spring-fed acidic headwater stream, 120m elevation	predacious	Sialis fuliginosa	Potamophylax cinguilatus	invertebrate	invertebrate	0.002756309	0.004084892
Country: Switzerland; Lake Neuch�tel	freshwater	spring-fed acidic headwater stream, 120m elevation	predacious	Sialis fuliginosa	Pedicia sp	invertebrate	invertebrate	0.002756309	0.006806781
Country: Switzerland; Lake Neuch�tel	freshwater	spring-fed acidic headwater stream, 120m elevation	predacious	Sialis fuliginosa	Cordulegaster boltonii	invertebrate	invertebrate	0.002756309	0.009725089
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Aleocharinae	invertebrate	invertebrate	0.0028	0.0001
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Anacaena limbata (F.)	invertebrate	invertebrate	0.0028	0.0001
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Cicadoidea	invertebrate	invertebrate	0.0028	0.000114
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Delphacidae	invertebrate	invertebrate	0.0028	0.000144
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Eupterygini	invertebrate	invertebrate	0.0028	0.00015
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Jassidae	invertebrate	invertebrate	0.0028	0.000178
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Delphacidae	invertebrate	invertebrate	0.0028	0.000186
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Jassidae	invertebrate	invertebrate	0.0028	0.000204
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Chironomidae	invertebrate	invertebrate	0.0028	0.00028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Pardosa sp	invertebrate	invertebrate	0.0028	0.000281
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Delphacidae	invertebrate	invertebrate	0.0028	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Nestus carbonarius (Gyll.)	invertebrate	invertebrate	0.0028	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Parastenus sp	invertebrate	invertebrate	0.0028	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Pardosa sp	invertebrate	invertebrate	0.0028	0.000302
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Trichoniscidae	invertebrate	invertebrate	0.0028	0.0004
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Robertus sp	invertebrate	invertebrate	0.0028	0.00045
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Lesteva sicula (Er.)	invertebrate	invertebrate	0.0028	0.0005
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Antistea elegans (Blackwall, 1841)	invertebrate	invertebrate	0.0028	0.000544
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Blattodea	invertebrate	invertebrate	0.0028	0.00055
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Pirata sp	invertebrate	invertebrate	0.0028	0.000667
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Pirata sp	invertebrate	invertebrate	0.0028	0.00069
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Acupalpus flavicollis	invertebrate	invertebrate	0.0028	0.0007
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Formica sp	invertebrate	invertebrate	0.0028	0.0007
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Tetramorium sp	invertebrate	invertebrate	0.0028	0.0007
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Blattodea	invertebrate	invertebrate	0.0028	0.000775
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Xysticus sp	invertebrate	invertebrate	0.0028	0.0008
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Trichia sericea (Draparnaud)	invertebrate	invertebrate	0.0028	0.0012
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Ozyptila sp	invertebrate	invertebrate	0.0028	0.00132
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Chartoscirta cincta (Herrich-Sch�ffer)	invertebrate	invertebrate	0.0028	0.00159
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Pirata tenuitarsis Simon, 1876	Chartoscirta cincta (Herrich-Sch�ffer)	invertebrate	invertebrate	0.0028	0.00159
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Dryops auriculatus (Geoffr.)	invertebrate	invertebrate	0.0028	0.00169
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Oxyloma elegans (Risso)	invertebrate	invertebrate	0.0028	0.0017
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Dryops sp	invertebrate	invertebrate	0.0028	0.00185
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Philaenus spumarius (L.)	invertebrate	invertebrate	0.0028	0.0024
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Pseudomopidae	invertebrate	invertebrate	0.0028	0.0025
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Stalia boops (Schioedte)	invertebrate	invertebrate	0.0028	0.0025
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Araneae	invertebrate	invertebrate	0.0028	0.00315
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Succinea putris (L.)	invertebrate	invertebrate	0.0028	0.0032
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Ligidium hypnorum (Cuvier)	invertebrate	invertebrate	0.0028	0.0041
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Porcellium conspersum (C.L.Koch)	invertebrate	invertebrate	0.0028	0.0043
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Oxyloma elegans (Risso)	invertebrate	invertebrate	0.0028	0.00477
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Anisus leucostoma (Millet)	invertebrate	invertebrate	0.0028	0.0054
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Trachelipus rathkei (Brandt)	invertebrate	invertebrate	0.0028	0.00553
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Coleoptera	invertebrate	invertebrate	0.0028	0.0059
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Paederus riparius (L.)	Zelotes sp	invertebrate	invertebrate	0.0028	0.00937
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Tetrix sp	invertebrate	invertebrate	0.00282	0.00418
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Conocephalus dorsalis (Latr.)	invertebrate	invertebrate	0.00282	0.00489
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Saltatoria	invertebrate	invertebrate	0.00282	0.00568
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Conocephalus discolor (Thunbg.)	invertebrate	invertebrate	0.00282	0.00704
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Anisoptera	invertebrate	invertebrate	0.00282	0.00816
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Sympecma fusca (Vander Linden)	invertebrate	invertebrate	0.00282	0.0083
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Acrididae	invertebrate	invertebrate	0.00282	0.00852
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Sympetrum sanguineum (M�ller)	invertebrate	invertebrate	0.00282	0.00885
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Somatochlora flavomaculata (Van der Linden)	invertebrate	invertebrate	0.00282	0.0107
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Somatochlora sp	invertebrate	invertebrate	0.00282	0.0107
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Chorthippus sp	invertebrate	invertebrate	0.00282	0.018
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Sympetrum sp	invertebrate	invertebrate	0.00282	0.0185
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Sympetrum vulgatum (L.)	invertebrate	invertebrate	0.00282	0.0206
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Chorthippus montanus (Charpentier)	invertebrate	invertebrate	0.00282	0.0269
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Acrididae	invertebrate	invertebrate	0.00282	0.0662
Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan 	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Argiope bruennichi (Scopoli, 1772)	Caelifera	invertebrate	invertebrate	0.00282	0.0666
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Platystethus sp	invertebrate	invertebrate	0.00288	0.0001
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Stilicus rufipes (Germ.)	invertebrate	invertebrate	0.00288	0.0001
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Cryptobium fracticorne (Payk.)	invertebrate	invertebrate	0.00288	0.0002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Agraecina striata (Kulczynski, 1882)	invertebrate	invertebrate	0.00288	0.00025
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Nestus ruralis (Er.)	invertebrate	invertebrate	0.00288	0.0005
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Pirata sp	invertebrate	invertebrate	0.00288	0.000639
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Lesteva sicula (Er.)	invertebrate	invertebrate	0.00288	0.0007
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Chilocorus bipustulatus (L.)	invertebrate	invertebrate	0.00288	0.000742
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Heteroptera	invertebrate	invertebrate	0.00288	0.00123
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Chartoscirta cincta (Herrich-Sch�ffer)	invertebrate	invertebrate	0.00288	0.00159
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Pardosa prativaga (L. Koch, 1870)	Araneae	invertebrate	invertebrate	0.00288	0.00315
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl1	parasitic	Haematopota sp	Vulpes vulpes	invertebrate	endotherm vertebrate	0.0029	5000
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl1	parasitic	Haematopota sp	Capreolus capreolus	invertebrate	endotherm vertebrate	0.0029	20000
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Cicadoidea	invertebrate	invertebrate	0.0031	0.000106
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Chironomidae	invertebrate	invertebrate	0.0031	0.000109
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Delphacidae	invertebrate	invertebrate	0.0031	0.000155
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Phlaeothripidae	invertebrate	invertebrate	0.0031	0.0002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Thanatus sp	invertebrate	invertebrate	0.0031	0.0002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Jassidae	invertebrate	invertebrate	0.0031	0.000222
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Clubiona sp	invertebrate	invertebrate	0.0031	0.000278
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Chironomidae	invertebrate	invertebrate	0.0031	0.00028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Typhlocybinae	invertebrate	invertebrate	0.0031	0.000298
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Limoniidae	invertebrate	invertebrate	0.0031	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Culex sp	invertebrate	invertebrate	0.0031	0.00034
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Homoptera	invertebrate	invertebrate	0.0031	0.000348
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Lepidoptera	invertebrate	invertebrate	0.0031	0.000364
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Herina parva (Loew)	invertebrate	invertebrate	0.0031	0.0005
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Muscidae copro	invertebrate	invertebrate	0.0031	0.000548
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Muscidae flor	invertebrate	invertebrate	0.0031	0.000548
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Clubiona juvenis Simon, 1878	invertebrate	invertebrate	0.0031	0.000597
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Pteromicra leucopeza (?) (Meigen)	invertebrate	invertebrate	0.0031	0.0008
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Ichneumonidae	invertebrate	invertebrate	0.0031	0.00085
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Sitticus caricis (Westring, 1861)	invertebrate	invertebrate	0.0031	0.000972
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Cloeon simile (Eaton)	invertebrate	invertebrate	0.0031	0.0012
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Chartoscirta cincta (Herrich-Sch�ffer)	invertebrate	invertebrate	0.0031	0.00159
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Jassinae	invertebrate	invertebrate	0.0031	0.00185
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Pachybrachius sp	invertebrate	invertebrate	0.0031	0.00219
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Salticidae	invertebrate	invertebrate	0.0031	0.00231
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Phlaeothripidae	invertebrate	invertebrate	0.0031	0.0024
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Pisaura mirabilis (Clerck, 1757)	invertebrate	invertebrate	0.0031	0.0031
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Araneae	invertebrate	invertebrate	0.0031	0.00315
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Anthocomus coccineus (Schall.)	invertebrate	invertebrate	0.0031	0.00362
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Pisaura mirabilis (Clerck, 1757)	Tibellus sp	invertebrate	invertebrate	0.0031	0.00637
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Araneae	Theridion sp	invertebrate	invertebrate	0.00315	0.00001
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Clubiona sp	invertebrate	invertebrate	0.00315	0.0000273
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Theridion sp	invertebrate	invertebrate	0.00315	0.0000279
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Araneae	Clubiona sp	invertebrate	invertebrate	0.00315	0.0000424
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Araneae	Phoridae	invertebrate	invertebrate	0.00315	0.0000439
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides sp	Phoridae	invertebrate	invertebrate	0.00315	0.0000439
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Clubiona sp	invertebrate	invertebrate	0.00315	0.0000449
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Liocranidae	invertebrate	invertebrate	0.00315	0.0000455
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl1;	predacious	Araneae	Swammerdamella brevicornis (Meigen, 1830)	invertebrate	invertebrate	0.00315	0.00005
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Swammerdamella brevicornis (Meigen, 1830)	invertebrate	invertebrate	0.00315	0.00005
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl2	predacious	Araneae	Salticidae	invertebrate	invertebrate	0.00315	0.0000511
Country: Australia	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown1;	predacious	Araneae	Salticidae	invertebrate	invertebrate	0.00315	0.0000592
