Species,Life stage,Life style,Taxonomic group,Host species,Lake,Season,Number of samples,Minimum sample size,Maximum sample size,Total sample size,Log total sample size,Body mass (mg),Log body mass,Mean density (m²),Log mean,SD,SD/Mean,Variance,Log variance
Retropinna retropinna,Ad,Free-living parasitised,Fish,,Tuakitoto,January,4,0,68,68,1.8325089127,3818.333333,3.5818738388,0.075555556,-1.121733597,0.151111111,2,0.022834568,-1.641407202
Rhantus sp,L,Free-living,Insect,,Tuakitoto,January,24,0,2,5,0.6989700043,2.967,0.4723175463,0.416666667,-0.380211242,1.176459932,2.823503836,1.384057971,0.141154281
Rhombosolea retiaria,Ad,Free-living parasitised,Fish,,Waihola,January,4,0,2,2,0.3010299957,239050,5.378488748,0.002222222,-2.653212514,0.004444444,2,0.0000197531,-4.704365036
Salmo trutta,Ad,Free-living parasitised,Fish,,Hayes,May,4,0,1,1,0,1850000,6.2671717284,0.001111111,-2.954242509,0.002222222,2,0.00000494,-5.306425028
Salmo trutta,Ad,Free-living parasitised,Fish,,Tomahawk,May,4,0,1,1,0,549640,5.7400783309,0.001111111,-2.954242509,0.002222222,2,0.00000494,-5.306425028
Salmo trutta,Ad,Free-living parasitised,Fish,,Tuakitoto,May,4,0,1,1,0,12800,4.1072099696,0.001111111,-2.954242509,0.002222222,2,0.00000494,-5.306425028
Salmo trutta,Ad,Free-living parasitised,Fish,,Waihola,January,4,0,1,1,0,121100,5.0831441431,0.001111111,-2.954242509,0.002222222,2,0.00000494,-5.306425028
Salmo trutta,Ad,Free-living parasitised,Fish,,Hayes,September,4,0,2,2,0.3010299957,1310000,6.1172712957,0.002222222,-2.653212514,0.004444444,2,0.0000197531,-4.704365036
Salmo trutta,Ad,Free-living parasitised,Fish,,Waihola,May,4,1,3,8,0.903089987,319500,5.5044708625,0.008888889,-2.051152522,0.003628874,0.40824829,0.0000131687,-4.880456295
Salmo trutta,Ad,Free-living parasitised,Fish,,Waihola,September,4,0,9,10,1,984800,5.9933480399,0.011111111,-1.954242509,0.019372884,1.743559577,0.000375309,-3.425611435
Sciomyzidae sp,L,Free-living,Insect,,Tuakitoto,May,24,0,1,1,0,16.722,1.2232882191,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Sigara sp,Ad,Free-living parasitised,Insect,,Hayes,September,24,0,1,1,0,14.97075,1.175243558,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Sigara sp,Ad,Free-living parasitised,Insect,,Waihola,May,24,0,1,2,0.3010299957,14.97075,1.175243558,0.166666667,-0.77815125,0.564659703,3.387958215,0.31884058,-0.49642641
Sigara sp,Ad,Free-living parasitised,Insect,,Hayes,January,24,0,5,11,1.0413926852,14.97075,1.175243558,0.916666667,-0.037788561,2.430184582,2.651110453,5.905797101,0.771278522
Sigara sp,Ad,Free-living parasitised,Insect,,Tuakitoto,September,24,0,41,88,1.9444826722,14.97075,1.175243558,7.333333333,0.865301426,18.09796209,2.467903922,327.5362319,2.515259348
Sigara sp,Ad,Free-living parasitised,Insect,,Tomahawk,September,24,0,32,105,2.0211892991,14.97075,1.175243558,8.75,0.942008053,18.62034885,2.128039869,346.7173913,2.539975626
Sigara sp,Ad,Free-living parasitised,Insect,,Tomahawk,May,24,0,45,138,2.1398790864,14.97075,1.175243558,11.5,1.06069784,20.82014075,1.810447022,433.4782609,2.636967322
Sigara sp,Ad,Free-living parasitised,Insect,,Tomahawk,January,24,0,73,257,2.4099331233,14.97075,1.175243558,21.41666667,1.330751877,38.05935487,1.7770905,1448.514493,3.160922845
Sigara sp,Ad,Free-living parasitised,Insect,,Tuakitoto,January,24,2,91,548,2.7387805585,14.97075,1.175243558,45.66666667,1.659599312,44.51737977,0.974833134,1981.797101,3.297059189
Sigara sp,Ad,Free-living parasitised,Insect,,Tuakitoto,May,24,0,205,666,2.8234742292,14.97075,1.175243558,55.5,1.744292983,121.734208,2.193409153,14819.21739,4.170825269
Sphaeridae,Ad,Free-living,Mollusc,,Hayes,January,24,0,16,30,1.4771212547,12.587,1.0999222322,12.5,1.096910013,34.67237969,2.773790375,1202.173913,3.0799673
Sphaeridae,Ad,Free-living,Mollusc,,Hayes,September,24,0,14,43,1.6334684556,12.587,1.0999222322,17.91666667,1.253257214,38.44580224,2.145812218,1478.07971,3.169697855
Sphaeridae,Ad,Free-living,Mollusc,,Hayes,May,24,0,17,67,1.8260748027,12.587,1.0999222322,27.91666667,1.445863561,48.18254841,1.725942032,2321.557971,3.365779533
Sphaeridae,Ad,Free-living,Mollusc,,Waihola,May,24,0,87,450,2.6532125138,12.587,1.0999222322,187.5,2.273001272,236.0775481,1.259080256,55732.6087,4.746109372
Sphaeridae,Ad,Free-living,Mollusc,,Tomahawk,May,24,0,133,541,2.7331972651,12.587,1.0999222322,225.4166667,2.352986023,297.6426098,1.320410838,88591.12319,4.947390208
Sphaeridae,Ad,Free-living,Mollusc,,Waihola,January,24,0,139,572,2.7573960288,12.587,1.0999222322,238.3333333,2.377184787,313.1698618,1.31399942,98075.36232,4.991559921
Sphaeridae,Ad,Free-living,Mollusc,,Tomahawk,September,24,0,122,698,2.8438554226,12.587,1.0999222322,290.8333333,2.463644181,319.9173353,1.100002299,102347.1015,5.010075548
Sphaeridae,Ad,Free-living,Mollusc,,Waihola,September,24,0,96,884,2.946452265,12.587,1.0999222322,368.3333333,2.566241023,314.2785619,0.853244965,98771.01449,4.994629515
Sphaeridae,Ad,Free-living,Mollusc,,Tuakitoto,September,24,4,156,1078,3.0326187609,12.587,1.0999222322,449.1666667,2.652407519,428.1904967,0.953299807,183347.1015,5.263274049
Sphaeridae,Ad,Free-living,Mollusc,,Tuakitoto,May,24,1,158,1257,3.0993352777,12.587,1.0999222322,523.75,2.719124036,458.4170543,0.875259292,210146.1957,5.322521532
Sphaeridae,Ad,Free-living,Mollusc,,Tomahawk,January,24,0,598,2179,3.3382572302,12.587,1.0999222322,907.9166667,2.958045989,1537.5785,1.693523819,2364147.645,6.373674596
Sphaeridae,Ad,Free-living,Mollusc,,Tuakitoto,January,24,16,486,2712,3.4332896852,12.587,1.0999222322,1130,3.053078444,1061.307643,0.939210304,1126373.913,6.051682584
Stictocladius sp,L,Free-living,Insect,,Hayes,September,24,0,3,8,0.903089987,1.710475,0.233116731,3.333333333,0.522878745,7.019641182,2.105892354,49.27536232,1.692629826
Stratiomyidae sp,L,Free-living,Insect,,Tuakitoto,September,24,0,1,1,0,6.463,0.8104341559,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Stratiomyidae sp,L,Free-living,Insect,,Hayes,May,24,0,1,1,0,6.463,0.8104341559,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Stratiomyidae sp,L,Free-living,Insect,,Tomahawk,September,24,0,1,1,0,6.463,0.8104341559,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Stratiomyidae sp,L,Free-living,Insect,,Tuakitoto,May,24,0,2,9,0.9542425094,6.463,0.8104341559,2.416666667,0.383216752,4.085144526,1.690404631,16.6884058,1.222414852
Stratiomyidae sp,L,Free-living,Insect,,Hayes,September,24,0,12,30,1.4771212547,6.463,0.8104341559,11.5,1.06069784,29.61932389,2.575593382,877.3043478,2.943150282
Tanypodinae sp,L,Free-living,Insect,,Waihola,May,24,0,1,1,0,5.37075,0.7300349371,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Tanypodinae sp,L,Free-living,Insect,,Hayes,May,24,0,1,2,0.3010299957,5.37075,0.7300349371,0.833333333,-0.079181246,2.823298513,3.387958215,7.971014493,0.901513599
Tanypodinae sp,L,Free-living,Insect,,Waihola,September,24,0,1,2,0.3010299957,5.37075,0.7300349371,0.833333333,-0.079181246,2.823298513,3.387958215,7.971014493,0.901513599
Tanypodinae sp,L,Free-living,Insect,,Waihola,January,24,0,10,17,1.2304489214,5.37075,0.7300349371,7.083333333,0.85023768,22.35662856,3.156229914,499.8188406,2.698812623
Tanypodinae sp,L,Free-living,Insect,,Hayes,September,24,0,6,36,1.5563025008,5.37075,0.7300349371,15,1.176091259,20,1.333333333,400,2.602059991
Tanypodinae sp,L,Free-living,Insect,,Hayes,January,24,0,15,55,1.7403626895,5.37075,0.7300349371,22.91666667,1.360151448,36.4129894,1.588930447,1325.905797,3.122512669
Tanypodinae sp,L,Free-living,Insect,,Tuakitoto,May,24,0,26,60,1.7781512504,5.37075,0.7300349371,25,1.397940009,59.85489701,2.39419588,3582.608696,3.554199376
Tanypodinae sp,L,Free-living,Insect,,Tomahawk,May,24,0,29,117,2.0681858617,5.37075,0.7300349371,48.75,1.68797462,77.58935942,1.591576604,6020.108696,3.779604333
Tanypodinae sp,L,Free-living,Insect,,Tomahawk,January,24,0,18,133,2.123851641,5.37075,0.7300349371,55.41666667,1.743640399,55.55875595,1.002564017,3086.775362,3.489505025
Tanypodinae sp,L,Free-living,Insect,,Tuakitoto,September,24,0,23,150,2.1760912591,5.37075,0.7300349371,62.5,1.795880017,61.59121902,0.985459504,3793.478261,3.5790376
Tanypodinae sp,L,Free-living,Insect,,Tuakitoto,January,24,0,36,162,2.2095150145,5.37075,0.7300349371,67.5,1.829303773,79.02943865,1.170806499,6245.652174,3.795577794
Tanypodinae sp,L,Free-living,Insect,,Tomahawk,September,24,0,64,401,2.6031443726,5.37075,0.7300349371,167.0833333,2.222933131,204.6732107,1.224976822,41891.12319,4.622122005
Tanytarsini sp,L,Free-living,Insect,,Hayes,September,24,0,1,1,0,1.4404,0.1584831127,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Tanytarsini sp,L,Free-living,Insect,,Waihola,January,24,0,1,1,0,1.4404,0.1584831127,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Tanytarsini sp,L,Free-living,Insect,,Hayes,January,24,0,7,12,1.079181246,1.4404,0.1584831127,5,0.698970004,15.32261755,3.064523511,234.7826087,2.370665924
Tanytarsini sp,L,Free-living,Insect,,Tomahawk,May,24,0,6,13,1.1139433523,1.4404,0.1584831127,5.416666667,0.733732111,13.82473104,2.552258039,191.1231884,2.281313382
Tanytarsini sp,L,Free-living,Insect,,Tomahawk,January,24,0,11,68,1.8325089127,1.4404,0.1584831127,28.33333333,1.452297671,36.55450566,1.290159023,1336.231884,3.12588183
Tanytarsini sp,L,Free-living,Insect,,Tuakitoto,September,24,0,23,82,1.9138138524,1.4404,0.1584831127,34.16666667,1.533602611,63.44574311,1.856948579,4025.362319,3.604804977
Tanytarsini sp,L,Free-living,Insect,,Tuakitoto,May,24,0,93,159,2.2013971243,1.4404,0.1584831127,66.25,1.821185883,213.0485248,3.215826789,45389.67391,4.656957063
Tanytarsini sp,L,Free-living,Insect,,Tuakitoto,January,24,0,232,367,2.5646660643,1.4404,0.1584831127,152.9166667,2.184454823,481.3249753,3.147629267,231673.7319,5.364876795
Tenagomysis chiltoni,Ad,Free-living,Crustacean,,Waihola,January,24,0,2,4,0.6020599913,15.18075,1.1812932283,0.333333333,-0.477121255,0.963086825,2.889260474,0.927536232,-0.032669117
Tenagomysis chiltoni,Ad,Free-living,Crustacean,,Waihola,September,24,0,1,4,0.6020599913,15.18075,1.1812932283,0.333333333,-0.477121255,0.761386988,2.284160963,0.579710145,-0.236789099
Tenagomysis chiltoni,Ad,Free-living,Crustacean,,Waihola,May,24,0,52,205,2.3117538611,15.18075,1.1812932283,17.08333333,1.232572615,28.41297417,1.663198488,807.2971015,2.907033393
Tenagomysis chiltoni,Ad,Free-living,Crustacean,,Tomahawk,September,24,4,243,1890,3.2764618042,15.18075,1.1812932283,157.5,2.197280558,122.5543358,0.778122767,15019.56522,4.176657361
Tenagomysis chiltoni,Ad,Free-living,Crustacean,,Tomahawk,May,24,0,623,4387,3.6421676344,15.18075,1.1812932283,365.5833333,2.562986388,382.236885,1.045553367,146105.0362,5.164665186
Tenagomysis chiltoni,Ad,Free-living,Crustacean,,Tomahawk,January,24,9,8500,40501,4.6074657464,15.18075,1.1812932283,3375.083333,3.5282845,5226.056389,1.54842292,27311665.38,7.436348183
Triplectides sp,L,Free-living parasitised,Insect,,Tuakitoto,September,24,0,3,5,0.6989700043,12.00925,1.0795158858,2.083333333,0.318758763,6.580053301,3.158425585,43.29710145,1.636458823
Triplectides sp,L,Free-living parasitised,Insect,,Waihola,January,24,0,2,8,0.903089987,12.00925,1.0795158858,3,0.477121255,6.213589595,2.071196532,38.60869565,1.58668513
Triplectides sp,L,Free-living parasitised,Insect,,Tuakitoto,January,24,0,3,24,1.3802112417,12.00925,1.0795158858,4.333333333,0.636822098,5.828465878,1.345030587,33.97101449,1.531108517
Triplectides sp,L,Free-living parasitised,Insect,,Tomahawk,January,24,0,8,19,1.278753601,12.00925,1.0795158858,7.583333333,0.879860146,18.81700588,2.481363412,354.0797101,2.549101041
Triplectides sp,L,Free-living parasitised,Insect,,Tuakitoto,May,24,0,10,51,1.7075701761,12.00925,1.0795158858,9.25,0.966141733,11.52407688,1.245846149,132.8043478,2.123212294
Triplectides sp,L,Free-living parasitised,Insect,,Hayes,September,24,0,7,31,1.4913616938,12.00925,1.0795158858,10.58333333,1.024622475,17.40044144,1.644136199,302.7753623,2.481120533
Triplectides sp,L,Free-living parasitised,Insect,,Waihola,September,24,0,10,47,1.6720978579,12.00925,1.0795158858,16.25,1.210853365,24.19710727,1.489052755,585.5,2.767526899
Triplectides sp,L,Free-living parasitised,Insect,,Tomahawk,May,24,0,6,58,1.7634279936,12.00925,1.0795158858,16.5,1.217483944,17.87152216,1.083122555,319.3913044,2.504323088
Triplectides sp,L,Free-living parasitised,Insect,,Hayes,January,24,0,9,66,1.8195439355,12.00925,1.0795158858,20.83333333,1.318758763,23.15855869,1.111610817,536.3188406,2.729423054
Triplectides sp,L,Free-living parasitised,Insect,,Tomahawk,September,24,0,13,77,1.8864907252,12.00925,1.0795158858,28.75,1.458637849,40.76576782,1.41793975,1661.847826,3.220591253
Triplectides sp,L,Free-living parasitised,Insect,,Waihola,May,24,0,9,85,1.9294189257,12.00925,1.0795158858,29.08333333,1.463644181,32.45855775,1.116053562,1053.557971,3.022658437
Triplectides sp,L,Free-living parasitised,Insect,,Hayes,May,24,0,34,255,2.4065401804,12.00925,1.0795158858,59.91666667,1.777547644,65.6087989,1.095000816,4304.514493,3.633924174
Triplectidina sp,L,Free-living,Insect,,Hayes,September,24,0,1,1,0,10.51742,1.0219092173,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Tubificidae,Ad,Free-living,Annelid,,Waihola,May,24,0,67,304,2.4828735836,0.8762,-0.057396751,126.6666667,2.102662342,158.6811588,1.25274599,25179.71015,4.401050726
Tubificidae,Ad,Free-living,Annelid,,Hayes,January,24,3,68,472,2.6739419986,0.8762,-0.057396751,196.6666667,2.293730757,179.1445049,0.910904262,32092.75362,4.506406982
Tubificidae,Ad,Free-living,Annelid,,Waihola,January,24,4,62,521,2.7168377233,0.8762,-0.057396751,217.0833333,2.336626482,160.0945147,0.73747953,25630.25362,4.408752904
Tubificidae,Ad,Free-living,Annelid,,Tuakitoto,May,24,0,123,604,2.7810369386,0.8762,-0.057396751,251.6666667,2.400825697,339.6118842,1.349451195,115336.2319,5.061965759
Tubificidae,Ad,Free-living,Annelid,,Tomahawk,May,24,1,106,740,2.8692317197,0.8762,-0.057396751,308.3333333,2.489020478,251.9086561,0.817001047,63457.97101,4.802486182
Tubificidae,Ad,Free-living,Annelid,,Tomahawk,January,24,1,123,741,2.869818208,0.8762,-0.057396751,308.75,2.489606966,315.226799,1.020977487,99367.93478,4.997246264
Tubificidae,Ad,Free-living,Annelid,,Hayes,May,24,3,85,783,2.8937617621,0.8762,-0.057396751,326.25,2.51355052,266.2103206,0.815970331,70867.93478,4.850449777
Tubificidae,Ad,Free-living,Annelid,,Tuakitoto,January,24,0,167,921,2.9642596302,0.8762,-0.057396751,383.75,2.584048389,370.4968755,0.965464171,137267.9348,5.1375691
Tubificidae,Ad,Free-living,Annelid,,Tuakitoto,September,24,5,344,1863,3.2702128549,0.8762,-0.057396751,776.25,2.890001613,821.942622,1.058863281,675589.6739,5.829683003
Tubificidae,Ad,Free-living,Annelid,,Tomahawk,September,24,31,579,2122,3.3267453796,0.8762,-0.057396751,884.1666667,2.946534138,1117.827538,1.264272428,1249538.406,6.096749609
Tubificidae,Ad,Free-living,Annelid,,Hayes,September,24,3,354,2232,3.3486941903,0.8762,-0.057396751,930,2.968482949,822.4406943,0.884344833,676408.6957,5.830209182
Tubificidae,Ad,Free-living,Annelid,,Waihola,September,24,0,485,2698,3.4310419453,0.8762,-0.057396751,1124.166667,3.050830704,1218.612599,1.084014173,1485016.667,6.171731328
Xanthocnemis sp,L,Free-living parasitised,Insect,,Hayes,January,24,0,1,2,0.3010299957,20.7255,1.3165050166,0.5,-0.301029996,2.064187386,4.128374772,4.260869565,0.62949824
Xanthocnemis sp,L,Free-living parasitised,Insect,,Hayes,September,24,0,2,7,0.84509804,20.7255,1.3165050166,2.583333333,0.412180448,5.29081786,2.048058526,27.99275362,1.447045622
Xanthocnemis sp,L,Free-living parasitised,Insect,,Hayes,May,24,0,6,37,1.5682017241,20.7255,1.3165050166,8.083333333,0.907590488,14.28260318,1.766919981,203.9927536,2.30961474
Xanthocnemis sp,L,Free-living parasitised,Insect,,Tomahawk,January,24,0,4,24,1.3802112417,20.7255,1.3165050166,10,1,13.18760947,1.318760947,173.9130435,2.240332155
Xanthocnemis sp,L,Free-living parasitised,Insect,,Tuakitoto,May,24,0,11,62,1.7923916895,20.7255,1.3165050166,12.08333333,1.082186756,18.77536931,1.553823667,352.5144928,2.547176977
Xanthocnemis sp,L,Free-living parasitised,Insect,,Tomahawk,May,24,0,17,61,1.785329835,20.7255,1.3165050166,14.75,1.16879202,35.44898355,2.403320919,1256.630435,3.099207574
Xanthocnemis sp,L,Free-living parasitised,Insect,,Tuakitoto,September,24,0,21,70,1.84509804,20.7255,1.3165050166,22.5,1.352182518,45.42456719,2.018869653,2063.391304,3.314581596
Xanthocnemis sp,L,Free-living parasitised,Insect,,Tuakitoto,January,24,0,71,198,2.2966651903,20.7255,1.3165050166,27.16666667,1.434036354,40.90675151,1.505769994,1673.362319,3.223589985
Xanthocnemis sp,L,Free-living parasitised,Insect,,Tomahawk,September,24,0,14,135,2.1303337685,20.7255,1.3165050166,40.25,1.604765885,50.30796462,1.24988732,2530.891304,3.403273494
Acanthocephalus galaxii,Ad,Parasite,Acanthocephalan,"G. maculatus, P. fluviatilis, R. retiaria, S. trutta",Waihola,September,4,0,1,1,0,0.647573355,-0.188711029,0.006388889,-2.194574665,0.003671153,0.574615293,0.0000134774,-4.870394969
Acanthocephalus galaxii,Ad,Parasite,Acanthocephalan,"G. maculatus, P. fluviatilis, R. retiaria, S. trutta",Waihola,May,4,0,3,4,0.6020599913,0.647573355,-0.188711029,0.007777778,-2.109144469,0.002755051,0.354220851,0.00000759,-5.119740695
Acanthocephalus galaxii,Ad,Parasite,Acanthocephalan,"G. maculatus, P. fluviatilis, R. retiaria, S. trutta",Waihola,January,4,0,10,21,1.3222192947,0.647573355,-0.188711029,0.030909091,-1.509913768,0.046425983,1.502017098,0.002155372,-2.666477783
Acanthocephalus galaxii,C,Parasite,Acanthocephalan,P. fluviatilis,Tuakitoto,January,24,0,1,2,0.3010299957,0.074513672,-1.127764034,1.089038462,0.037043218,1.967569654,1.80670355,3.871330345,0.587860232
Acanthocephalus galaxii,C,Parasite,Acanthocephalan,P. fluviatilis,Waihola,May,24,0,1,4,0.6020599913,0.074513672,-1.127764034,2.243055556,0.35084003,5.891158684,2.626398918,34.70575064,1.540401442
Acanthocephalus galaxii,C,Parasite,Acanthocephalan,P. fluviatilis,Waihola,January,24,0,2,8,0.903089987,0.074513672,-1.127764034,2.4575,0.390493527,3.548551756,1.443968161,12.59221957,1.100102288
Acanthocephalus galaxii,C,Parasite,Acanthocephalan,P. fluviatilis,Waihola,September,24,0,1,3,0.4771212547,0.074513672,-1.127764034,7.630833333,0.882571968,13.89225368,1.820542144,192.9947123,2.28554541
Acaudate Xiphidocercaria,Sp,Parasite,Trematode,P. antipodarum,Waihola,May,24,0,1,1,0,1.62495,0.2108400022,4.5,0.653212514,22.04540769,4.898979486,486,2.686636269
Anguillicola sp,Ad,Parasite,Nematoda,"A. dieffenbachii, A. australis",Tuakitoto,May,4,0,1,1,0,31.5608465,1.499148643,0.001111111,-2.954242509,0.002222222,2,0.00000494,-5.306425028
Anguillicola sp,Ad,Parasite,Nematoda,"A. dieffenbachii, A. australis",Waihola,May,4,0,7,8,0.903089987,31.5608465,1.499148643,0.008888889,-2.051152522,0.015817894,1.779513042,0.000250206,-3.601702694
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Tuakitoto,January,4,0,2,2,0.3010299957,0.102820533,-0.987920149,0.002222222,-2.653212514,0.004444444,2,0.0000197531,-4.704365036
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Waihola,May,4,0,303,597,2.7759743311,0.102820533,-0.987920149,0.663333333,-0.178268178,0.623526411,0.939989564,0.388785185,-0.410290292
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Waihola,January,4,123,619,1372,3.1373541114,0.102820533,-0.987920149,2.208571429,0.34411145,1.813881655,0.821291823,3.290166658,0.517217897
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Tuakitoto,September,4,209,851,2633,3.4204508591,0.102820533,-0.987920149,2.640707071,0.421720228,1.358055285,0.514277142,1.844314158,0.2658349
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Hayes,May,4,0,7577,8074,3.9070887451,0.102820533,-0.987920149,8.971111111,0.952846236,13.93621944,1.553455226,194.2182124,2.288289952
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Waihola,September,4,0,1204,2820,3.4502491083,0.102820533,-0.987920149,10.69505556,1.029183045,14.83098243,1.386713922,219.9580399,2.342339841
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Hayes,January,4,728,2263,6671,3.8241909407,0.102820533,-0.987920149,18.45081481,1.26601555,8.86293638,0.480354741,78.55164128,1.895155264
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Hayes,September,4,583,3673,8020,3.9041743683,0.102820533,-0.987920149,25.80367196,1.411681512,26.99738396,1.046261323,728.8587409,2.862643367
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Tomahawk,September,4,3243,13316,32189,4.5077074849,0.102820533,-0.987920149,830.9697778,2.919585229,753.4454629,0.906706216,567680.0655,5.754103644
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Tomahawk,May,4,13764,29536,90918,4.9586498736,0.102820533,-0.987920149,1676.903425,3.224508052,1565.639543,0.933649201,2451227.179,6.389383563
Apatemon sp,Mc,Parasite,Trematode,G. cotidianus,Tomahawk,January,4,11104,45101,116981,5.0681153296,0.102820533,-0.987920149,2807.947997,3.44838906,2608.744411,0.929057238,6805547.404,6.832863063
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Hayes,January,24,0,2,2,0.3010299957,1.078984795,0.0330153247,0.25,-0.602059991,1.224744871,4.898979486,1.5,0.176091259
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,1,1,0,1.078984795,0.0330153247,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,1,1,0,1.078984795,0.0330153247,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Waihola,September,24,0,1,1,0,1.078984795,0.0330153247,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,1,1,0,1.078984795,0.0330153247,0.944444444,-0.024823584,4.626813959,4.898979486,21.40740741,1.330564074
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,1,1,0,1.078984795,0.0330153247,1.041666667,0.017728767,5.103103631,4.898979486,26.04166667,1.415668776
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,1,2,0.3010299957,1.078984795,0.0330153247,2.46875,0.392477113,8.414632862,3.408458881,70.8060462,1.850070344
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,3,15,1.1760912591,1.078984795,0.0330153247,16.38333333,1.214402267,35.60541809,2.173270687,1267.745797,3.103032179
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,May,24,0,3,13,1.1139433523,1.078984795,0.0330153247,35.59027778,1.551331378,60.30606276,1.694453276,3636.821206,3.560721951
Apatemon Sp,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,3,20,1.3010299957,1.078984795,0.0330153247,46.60416667,1.668424747,56.94689476,1.221927111,3242.948823,3.510940095
Aporocotylid spI,Sp,Parasite,Trematode,P. antipodarum,Waihola,September,24,0,2,3,0.4771212547,0.980704861,-0.008461672,1.3125,0.118099312,4.619929653,3.519946402,21.34375,1.329270725
Australapatemon sp,Mc,Parasite,Trematode,Barbronia sp,Hayes,September,24,0,2,2,0.3010299957,0.24724837,-0.606866563,0.833333333,-0.079181246,4.082482905,4.898979486,16.66666667,1.22184875
Coitocaecum parvum,Ad,Parasite,Trematode,"G. cotidianus, A. dieffenbachii, P. fluviatilis, S. trutta, R. retropinna, R. retiaria",Tuakitoto,September,4,3,22,47,1.6720978579,0.051910578,-1.284744135,0.054882155,-1.260568845,0.032645883,0.59483603,0.001065754,-2.972343158
Coitocaecum parvum,Ad,Parasite,Trematode,"G. cotidianus, A. dieffenbachii, P. fluviatilis, S. trutta, R. retropinna, R. retiaria",Waihola,September,4,0,16,25,1.3979400087,0.051910578,-1.284744135,0.090191077,-1.044836425,0.071798214,0.796067815,0.005154984,-2.287772718
Coitocaecum parvum,Ad,Parasite,Trematode,"G. cotidianus, A. dieffenbachii, P. fluviatilis, S. trutta, R. retropinna, R. retiaria",Waihola,May,4,2,87,124,2.0934216852,0.051910578,-1.284744135,0.141111111,-0.850438788,0.174220322,1.234632204,0.030352721,-1.517802375
Coitocaecum parvum,Ad,Parasite,Trematode,"G. cotidianus, A. dieffenbachii, P. fluviatilis, S. trutta, R. retropinna, R. retiaria",Waihola,January,4,7,82,224,2.3502480183,0.051910578,-1.284744135,0.363631649,-0.439338325,0.253963682,0.698409182,0.064497552,-1.190456769
Coitocaecum parvum,Ad,Parasite,Trematode,"G. cotidianus, A. dieffenbachii, P. fluviatilis, S. trutta, R. retropinna, R. retiaria",Tomahawk,January,4,12,33,98,1.9912260757,0.051910578,-1.284744135,2.110248911,0.324333685,1.347692045,0.63864127,1.816273849,0.25918133
Coitocaecum parvum,Ad,Parasite,Trematode,"G. cotidianus, A. dieffenbachii, P. fluviatilis, S. trutta, R. retropinna, R. retiaria",Tomahawk,May,4,8,70,144,2.1583624921,0.051910578,-1.284744135,2.32703268,0.366802482,1.650552939,0.709295127,2.724325006,0.435258917
Coitocaecum parvum,Ad,Parasite,Trematode,"G. cotidianus, A. dieffenbachii, P. fluviatilis, S. trutta, R. retropinna, R. retiaria",Tomahawk,September,4,15,59,139,2.1430148003,0.051910578,-1.284744135,4.512444444,0.654411868,5.357305606,1.187229155,28.70072336,1.457892843
Coitocaecum parvum,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis",Tomahawk,September,24,0,1,5,0.6989700043,0.016917264,-1.771669873,0.2,-0.698970004,0.362886975,1.814434874,0.131686957,-0.880457239
